"","word","polarity","n"
"48145","몸통만남",NA,1
"48146","몸팔고",NA,1
"48147","몹시비슷하",NA,1
"48148","몹표로보다구",NA,1
"48149","못가게쳐막는",NA,1
"48150","못가긋",NA,1
"48151","못가나이",NA,1
"48152","못가내",NA,1
"48153","못가는가",NA,1
"48154","못가는이유",NA,1
"48155","못간거",NA,1
"48156","못간다더",NA,1
"48157","못간다면",NA,1
"48158","못간다에",NA,1
"48159","못간데",NA,1
"48160","못갈거",NA,1
"48161","못갈거같",NA,1
"48162","못갈라",NA,1
"48163","못갈이유있",NA,1
"48164","못갓네",NA,1
"48165","못갔",NA,1
"48166","못갖을",NA,1
"48167","못건드립니",NA,1
"48168","못견디겠",NA,1
"48169","못견디는",NA,1
"48170","못고친",NA,1
"48171","못괴롭히게",NA,1
"48172","못그려",NA,1
"48173","못기다려서",NA,1
"48174","못기다리겠",NA,1
"48175","못기다리고",NA,1
"48176","못까",NA,1
"48177","못깨",NA,1
"48178","못깨겠",NA,1
"48179","못깨네",NA,1
"48180","못깨는",NA,1
"48181","못깨는건",NA,1
"48182","못깨닫는",NA,1
"48183","못깨면",NA,1
"48184","못깨면나가리",NA,1
"48185","못깨서",NA,1
"48186","못깬다풀매수",NA,1
"48187","못깼",NA,1
"48188","못꾸는",NA,1
"48189","못끌어올리게",NA,1
"48190","못나가는넘",NA,1
"48191","못난이들",NA,1
"48192","못난짓거리",NA,1
"48193","못낫",NA,1
"48194","못내놓",NA,1
"48195","못내려오",NA,1
"48196","못냈다고",NA,1
"48197","못넘게",NA,1
"48198","못넘겠",NA,1
"48199","못넘기냐",NA,1
"48200","못넘기면",NA,1
"48201","못넘길",NA,1
"48202","못넘나",NA,1
"48203","못넘네여",NA,1
"48204","못넘었네",NA,1
"48205","못넘으",NA,1
"48206","못넘을",NA,1
"48207","못넘을이유없",NA,1
"48208","못넘음",NA,1
"48209","못느끼고",NA,1
"48210","못다",NA,1
"48211","못달게",NA,1
"48212","못담궜는데",NA,1
"48213","못담아",NA,1
"48214","못담앗는",NA,1
"48215","못담았는데",NA,1
"48216","못담았으",NA,1
"48217","못담으신",NA,1
"48218","못담은게",NA,1
"48219","못던져서",NA,1
"48220","못던지겠어요",NA,1
"48221","못덧이유가있구",NA,1
"48222","못덮을끼",NA,1
"48223","못돌려줄것같은데",NA,1
"48224","못돌아다니",NA,1
"48225","못됐",NA,1
"48226","못되었",NA,1
"48227","못된거만",NA,1
"48228","못된것은다하",NA,1
"48229","못된기업",NA,1
"48230","못된넘들",NA,1
"48231","못됩니",NA,1
"48232","못들고있겠다",NA,1
"48233","못들어가",NA,1
"48234","못들어가겟",NA,1
"48235","못들어가겟네요",NA,1
"48236","못들어가겠어",NA,1
"48237","못들어가나",NA,1
"48238","못들어가는게",NA,1
"48239","못들어간게",NA,1
"48240","못들어갔는",NA,1
"48241","못들어갔는데",NA,1
"48242","못들어오는",NA,1
"48243","못들어오면",NA,1
"48244","못들어옵니",NA,1
"48245","못들어옵니다",NA,1
"48246","못들었",NA,1
"48247","못들었구",NA,1
"48248","못들지",NA,1
"48249","못따라가",NA,1
"48250","못따라가니",NA,1
"48251","못따라간다는",NA,1
"48252","못따라붙게",NA,1
"48253","못따라오게",NA,1
"48254","못따라온다",NA,1
"48255","못따라잡는",NA,1
"48256","못떠나는",NA,1
"48257","못떨면",NA,1
"48258","못떨어뜨리",NA,1
"48259","못뚜",NA,1
"48260","못뚤어",NA,1
"48261","못뚫나보",NA,1
"48262","못뚫는거같",NA,1
"48263","못뚫는건가",NA,1
"48264","못뚫는것같으니",NA,1
"48265","못뚫어서",NA,1
"48266","못뚫엇네",NA,1
"48267","못뚫었군요",NA,1
"48268","못뚫을",NA,1
"48269","못뚫을거같은",NA,1
"48270","못만드는회",NA,1
"48271","못만드면서",NA,1
"48272","못만들면서",NA,1
"48273","못말아",NA,1
"48274","못맞추는",NA,1
"48275","못맞추는것",NA,1
"48276","못맡는",NA,1
"48277","못먹고나오면",NA,1
"48278","못먹는다",NA,1
"48279","못먹는사람은",NA,1
"48280","못먹어도",NA,1
"48281","못먹으면",NA,1
"48282","못먹은",NA,1
"48283","못먹은사람",NA,1
"48284","못메우고",NA,1
"48285","못모았는",NA,1
"48286","못묵는",NA,1
"48287","못미치다",NA,1
"48288","못믿겟",NA,1
"48289","못믿는사람",NA,1
"48290","못바꾸지만",NA,1
"48291","못바꿀",NA,1
"48292","못바내",NA,1
"48293","못바는",NA,1
"48294","못박",NA,1
"48295","못박다",NA,1
"48296","못받고",NA,1
"48297","못받는건가",NA,1
"48298","못받습니",NA,1
"48299","못받아내",NA,1
"48300","못받았는",NA,1
"48301","못받았음",NA,1
"48302","못받으",NA,1
"48303","못받은",NA,1
"48304","못밝",NA,1
"48305","못밝힘",NA,1
"48306","못배운",NA,1
"48307","못배워서그런지",NA,1
"48308","못배웠으면",NA,1
"48309","못버는게시총",NA,1
"48310","못버는기업",NA,1
"48311","못버는기업인데",NA,1
"48312","못버는이",NA,1
"48313","못버는줄아",NA,1
"48314","못버리",NA,1
"48315","못버리겠",NA,1
"48316","못버리는",NA,1
"48317","못버티가",NA,1
"48318","못버티겠으면",NA,1
"48319","못버티고파네",NA,1
"48320","못버티는게",NA,1
"48321","못버티면",NA,1
"48322","못버틴",NA,1
"48323","못버틸개미는",NA,1
"48324","못번놈",NA,1
"48325","못번다",NA,1
"48326","못번사람들",NA,1
"48327","못벌겠",NA,1
"48328","못벌면서",NA,1
"48329","못벌어노",NA,1
"48330","못벌어오는",NA,1
"48331","못벌어오면",NA,1
"48332","못벌어와",NA,1
"48333","못벌었",NA,1
"48334","못벌었습니다",NA,1
"48335","못벌자",NA,1
"48336","못벗어나",NA,1
"48337","못벗어날",NA,1
"48338","못베긴",NA,1
"48339","못보겄",NA,1
"48340","못보겠네",NA,1
"48341","못보겠다",NA,1
"48342","못보나",NA,1
"48343","못보나보",NA,1
"48344","못보나요",NA,1
"48345","못보낸",NA,1
"48346","못보네",NA,1
"48347","못보는가봐",NA,1
"48348","못보는것중",NA,1
"48349","못보는구나",NA,1
"48350","못보는이",NA,1
"48351","못보니",NA,1
"48352","못보던",NA,1
"48353","못보면",NA,1
"48354","못보신",NA,1
"48355","못보죠",NA,1
"48356","못본게",NA,1
"48357","못본다",NA,1
"48358","못본다고",NA,1
"48359","못볼거",NA,1
"48360","못볼날",NA,1
"48361","못볼정도로",NA,1
"48362","못봅니다",NA,1
"48363","못봇다는",NA,1
"48364","못봐쓰",NA,1
"48365","못봐주",NA,1
"48366","못봤냐",NA,1
"48367","못봤는데",NA,1
"48368","못봤다",NA,1
"48369","못봤지",NA,1
"48370","못붙",NA,1
"48371","못빠",NA,1
"48372","못빠져",NA,1
"48373","못빼",NA,1
"48374","못빼나요",NA,1
"48375","못뺀",NA,1
"48376","못사게하고",NA,1
"48377","못사겠구나",NA,1
"48378","못사겠다하",NA,1
"48379","못사겠죠",NA,1
"48380","못사는거",NA,1
"48381","못사먹어",NA,1
"48382","못산걸",NA,1
"48383","못산다느니",NA,1
"48384","못산사람들",NA,1
"48385","못산사람들을",NA,1
"48386","못산색기덜",NA,1
"48387","못산색히는",NA,1
"48388","못산애들",NA,1
"48389","못산애들이",NA,1
"48390","못살",NA,1
"48391","못살겠",NA,1
"48392","못살놈들",NA,1
"48393","못삿던",NA,1
"48394","못삿으면",NA,1
"48395","못샀어",NA,1
"48396","못생",NA,1
"48397","못쉬겠어",NA,1
"48398","못시켜",NA,1
"48399","못시키는",NA,1
"48400","못알아",NA,1
"48401","못알아듣는",NA,1
"48402","못알아들",NA,1
"48403","못알아보",NA,1
"48404","못알아본",NA,1
"48405","못알아봤",NA,1
"48406","못없앤다고",NA,1
"48407","못오르게",NA,1
"48408","못오르게하",NA,1
"48409","못오르고못내리",NA,1
"48410","못오르냐",NA,1
"48411","못오르는건",NA,1
"48412","못오르면",NA,1
"48413","못오른다",NA,1
"48414","못오른다니",NA,1
"48415","못오른다니까",NA,1
"48416","못오른이유가",NA,1
"48417","못오를",NA,1
"48418","못오름",NA,1
"48419","못온다는게",NA,1
"48420","못올라가게작정했구",NA,1
"48421","못올라가네",NA,1
"48422","못올라가는이",NA,1
"48423","못올라가닌간",NA,1
"48424","못올라가면",NA,1
"48425","못올라간다고",NA,1
"48426","못올라간다하고",NA,1
"48427","못올라간대",NA,1
"48428","못올라타면",NA,1
"48429","못올랐잔",NA,1
"48430","못올리는거보니끝인가보",NA,1
"48431","못올릴정도면",NA,1
"48432","못왔",NA,1
"48433","못이기는게",NA,1
"48434","못이기는구",NA,1
"48435","못이긴다",NA,1
"48436","못일어난게",NA,1
"48437","못일어난다",NA,1
"48438","못읽",NA,1
"48439","못읽겠",NA,1
"48440","못읽는",NA,1
"48441","못있겠",NA,1
"48442","못자겠",NA,1
"48443","못자겠네요",NA,1
"48444","못자고",NA,1
"48445","못잡겟네",NA,1
"48446","못잡겠",NA,1
"48447","못잡겠다",NA,1
"48448","못잡고",NA,1
"48449","못잡누",NA,1
"48450","못잡는다는",NA,1
"48451","못잡더라",NA,1
"48452","못잡아먹어",NA,1
"48453","못잡았",NA,1
"48454","못잡았으면",NA,1
"48455","못잡어면",NA,1
"48456","못잡으면서",NA,1
"48457","못잡으신",NA,1
"48458","못잡을줄알았는데",NA,1
"48459","못주",NA,1
"48460","못주겠다고",NA,1
"48461","못주무십니",NA,1
"48462","못주운거",NA,1
"48463","못주웠는데",NA,1
"48464","못주웠으면",NA,1
"48465","못주은",NA,1
"48466","못준다라는",NA,1
"48467","못줍는",NA,1
"48468","못지켰",NA,1
"48469","못지키것",NA,1
"48470","못지키닌간",NA,1
"48471","못진",NA,1
"48472","못찍고",NA,1
"48473","못찍나",NA,1
"48474","못찍는",NA,1
"48475","못찍으",NA,1
"48476","못차려",NA,1
"48477","못차렸냐",NA,1
"48478","못차렸네",NA,1
"48479","못차리고",NA,1
"48480","못차리네",NA,1
"48481","못차리시",NA,1
"48482","못참는",NA,1
"48483","못찾",NA,1
"48484","못찾아먹는",NA,1
"48485","못찾을",NA,1
"48486","못쳐올려서",NA,1
"48487","못치게",NA,1
"48488","못치겠다는",NA,1
"48489","못치는",NA,1
"48490","못치다",NA,1
"48491","못친다",NA,1
"48492","못칠때",NA,1
"48493","못타것어",NA,1
"48494","못타겠어",NA,1
"48495","못탄다",NA,1
"48496","못탄사람들",NA,1
"48497","못탈위치기때문",NA,1
"48498","못탑니",NA,1
"48499","못탑니다",NA,1
"48500","못탔으면",NA,1
"48501","못터트",NA,1
"48502","못턴게",NA,1
"48503","못털면",NA,1
"48504","못털었거",NA,1
"48505","못파",NA,1
"48506","못파는",NA,1
"48507","못파랐",NA,1
"48508","못판거아쉽",NA,1
"48509","못판게",NA,1
"48510","못팔것같아요",NA,1
"48511","못팔게해",NA,1
"48512","못팔겟",NA,1
"48513","못팔았는지",NA,1
"48514","못팔았죠",NA,1
"48515","못하것",NA,1
"48516","못하게막",NA,1
"48517","못하겟",NA,1
"48518","못하구",NA,1
"48519","못하긴",NA,1
"48520","못하는구",NA,1
"48521","못하는넘",NA,1
"48522","못하는얘",NA,1
"48523","못하니깐",NA,1
"48524","못하믄",NA,1
"48525","못하시겠",NA,1
"48526","못한건",NA,1
"48527","못한걸",NA,1
"48528","못한게없",NA,1
"48529","못한사람",NA,1
"48530","못한사람도",NA,1
"48531","못할게",NA,1
"48532","못할게없다고생각합니",NA,1
"48533","못할경",NA,1
"48534","못할고",NA,1
"48535","못할꺼같은데",NA,1
"48536","못할면",NA,1
"48537","못해먹것",NA,1
"48538","못햇는",NA,1
"48539","못햇더",NA,1
"48540","못했습니",NA,1
"48541","못했어유",NA,1
"48542","몽고메리",NA,1
"48543","몽고에게",NA,1
"48544","몽당사드",NA,1
"48545","몽댕이가",NA,1
"48546","몽둥이",NA,1
"48547","몽땅매도하려고",NA,1
"48548","몽땅팔고",NA,1
"48549","몽롱해지",NA,1
"48550","몽매달",NA,1
"48551","몽박코인",NA,1
"48552","몽베",NA,1
"48553","몽창",NA,1
"48554","몽총",NA,1
"48555","몽키매",NA,1
"48556","뫼국인",NA,1
"48557","뫼산",NA,1
"48558","묘목",NA,1
"48559","묘미",NA,1
"48560","묘사꾼",NA,1
"48561","묘연",NA,1
"48562","묘자리",NA,1
"48563","무간이",NA,1
"48564","무감",NA,1
"48565","무개",NA,1
"48566","무거따",NA,1
"48567","무거버",NA,1
"48568","무거운정도가",NA,1
"48569","무거운주식",NA,1
"48570","무거운주식이",NA,1
"48571","무거운카카오에서놀지말",NA,1
"48572","무거워보이",NA,1
"48573","무거워졌",NA,1
"48574","무겁게가는주식이",NA,1
"48575","무겁게붙여",NA,1
"48576","무겁게좀",NA,1
"48577","무겁구",NA,1
"48578","무게중심",NA,1
"48579","무고죄",NA,1
"48580","무관",NA,1
"48581","무관심보다좋",NA,1
"48582","무관심해",NA,1
"48583","무관하게",NA,1
"48584","무관한데",NA,1
"48585","무교",NA,1
"48586","무궁",NA,1
"48587","무궁무진한데",NA,1
"48588","무궁한",NA,1
"48589","무궁화훈장수",NA,1
"48590","무균실루하",NA,1
"48591","무기는차트분",NA,1
"48592","무기를계속",NA,1
"48593","무기인냥",NA,1
"48594","무기한상환",NA,1
"48595","무기한상환철폐",NA,1
"48596","무기한연기",NA,1
"48597","무난한기업",NA,1
"48598","무난한종",NA,1
"48599","무난합니",NA,1
"48600","무너뜨리",NA,1
"48601","무너뜨리는구",NA,1
"48602","무너뜨리다",-2,1
"48603","무너저",NA,1
"48604","무너저도",NA,1
"48605","무너젯군나",NA,1
"48606","무너졌도",NA,1
"48607","무너졌으",NA,1
"48608","무너지겄",NA,1
"48609","무너지겟다",NA,1
"48610","무너지기시작",NA,1
"48611","무너지는것보",NA,1
"48612","무너지는순",NA,1
"48613","무너지니깐",NA,1
"48614","무너지만",NA,1
"48615","무너지인",NA,1
"48616","무너진거",NA,1
"48617","무너진다고해",NA,1
"48618","무너진다는걸",NA,1
"48619","무너진다는안티",NA,1
"48620","무너진사회적거리두",NA,1
"48621","무너질거",NA,1
"48622","무너질께보",NA,1
"48623","무너질려",NA,1
"48624","무너질텐",NA,1
"48625","무너트렸",NA,1
"48626","무녀지면",NA,1
"48627","무논리댓글달던사람들",NA,1
"48628","무뇌개미들",NA,1
"48629","무뇌들",NA,1
"48630","무뇌들은",NA,1
"48631","무뇌들이군",NA,1
"48632","무뇌아",NA,1
"48633","무뇌인",NA,1
"48634","무뇌인들",NA,1
"48635","무뇌일베벌레들이",NA,1
"48636","무는거",NA,1
"48637","무능의극",NA,1
"48638","무능정권",NA,1
"48639","무능정부",NA,1
"48640","무능한기업",NA,1
"48641","무능한기업카카",NA,1
"48642","무능한선조",NA,1
"48643","무능한정",NA,1
"48644","무능한정권여",NA,1
"48645","무능한정부",NA,1
"48646","무능해서",NA,1
"48647","무능했",NA,1
"48648","무단",NA,1
"48649","무단수집",NA,1
"48650","무단침입",NA,1
"48651","무단횡단",NA,1
"48652","무당같이하",NA,1
"48653","무당년",NA,1
"48654","무당되서",NA,1
"48655","무당들이",NA,1
"48656","무대뽀로",NA,1
"48657","무던하게",NA,1
"48658","무덤덤",NA,1
"48659","무덤만드는게",NA,1
"48660","무덤만드는중이라니",NA,1
"48661","무덤만들기",NA,1
"48662","무덤보",NA,1
"48663","무덤쌓아보",NA,1
"48664","무덤파",NA,1
"48665","무덤파야겠네",NA,1
"48666","무도",NA,1
"48667","무도덕",NA,1
"48668","무도한",NA,1
"48669","무둡꾸",NA,1
"48670","무등록업체엿",NA,1
"48671","무따",NA,1
"48672","무따아이",NA,1
"48673","무따아이가",NA,1
"48674","무렵",NA,1
"48675","무렸",NA,1
"48676","무료로이용하면서",NA,1
"48677","무료문자",NA,1
"48678","무료배송으",NA,1
"48679","무료서비스",NA,1
"48680","무료어플에",NA,1
"48681","무료접종",NA,1
"48682","무료제",NA,1
"48683","무료증정",NA,1
"48684","무료지급",NA,1
"48685","무료채굴",NA,1
"48686","무료청",NA,1
"48687","무료추천카페",NA,1
"48688","무료코",NA,1
"48689","무료화",NA,1
"48690","무르",NA,1
"48691","무릅",NA,1
"48692","무릅쓰다",NA,1
"48693","무릎에사고",NA,1
"48694","무릎에서사서",NA,1
"48695","무릎팍에서",NA,1
"48696","무리겄",NA,1
"48697","무리겠",NA,1
"48698","무리다",NA,1
"48699","무리들봐",NA,1
"48700","무리수",NA,1
"48701","무리하긴했어",NA,1
"48702","무리하시",NA,1
"48703","무리한",NA,1
"48704","무리한몸집불리",NA,1
"48705","무마사",NA,1
"48706","무모한가",NA,1
"48707","무무스올",NA,1
"48708","무뭐무",NA,1
"48709","무반등",NA,1
"48710","무배당",NA,1
"48711","무법자",NA,1
"48712","무법천",NA,1
"48713","무보수",NA,1
"48714","무비오픈런",NA,1
"48715","무빙워크",NA,1
"48716","무빙이",NA,1
"48717","무빙하",NA,1
"48718","무사하게",NA,1
"48719","무상감자",NA,1
"48720","무상몰수",NA,1
"48721","무상증자안",NA,1
"48722","무상증자한번가",NA,1
"48723","무상증자해",NA,1
"48724","무상증자후",NA,1
"48725","무새",NA,1
"48726","무서우",NA,1
"48727","무서우면종가에매수좋네",NA,1
"48728","무서운개",NA,1
"48729","무서운거같제",NA,1
"48730","무서운걸",NA,1
"48731","무서운녀",NA,1
"48732","무서운사",NA,1
"48733","무서운점",NA,1
"48734","무서울게",NA,1
"48735","무서울정",NA,1
"48736","무서울정도로",NA,1
"48737","무서워마",NA,1
"48738","무서워서못들어가겠어",NA,1
"48739","무서워서못사겟",NA,1
"48740","무서워섯",NA,1
"48741","무선",NA,1
"48742","무선이어폰",NA,1
"48743","무선충전기술",NA,1
"48744","무섭개올라가",NA,1
"48745","무섭게떨어지",NA,1
"48746","무섭게빠진",NA,1
"48747","무섭게올라간",NA,1
"48748","무섭구마",NA,1
"48749","무섭긴무섭",NA,1
"48750","무섭긴하",NA,1
"48751","무섭긴하구",NA,1
"48752","무섭긴하네",NA,1
"48753","무섭긴합니",NA,1
"48754","무섭꾸로",NA,1
"48755","무섭내",NA,1
"48756","무섭냐면요",NA,1
"48757","무섭네라",NA,1
"48758","무섭다는거",NA,1
"48759","무섭다는걸",NA,1
"48760","무섭다무서",NA,1
"48761","무섭다이",NA,1
"48762","무섭다하면서",NA,1
"48763","무섭습니",NA,1
"48764","무성한",NA,1
"48765","무셔무셔",NA,1
"48766","무셔워",NA,1
"48767","무소불",NA,1
"48768","무소식이희소식",NA,1
"48769","무소유",NA,1
"48770","무속",NA,1
"48771","무속때",NA,1
"48772","무스",NA,1
"48773","무슨",-1,1
"48774","무슨가치가있",NA,1
"48775","무슨걱정이",NA,1
"48776","무슨걱정입니",NA,1
"48777","무슨관계가",NA,1
"48778","무슨관계인가",NA,1
"48779","무슨깡으",NA,1
"48780","무슨깡으로",NA,1
"48781","무슨날",NA,1
"48782","무슨날이",NA,1
"48783","무슨날이라고하더만",NA,1
"48784","무슨날인지",NA,1
"48785","무슨논리로",NA,1
"48786","무슨대주",NA,1
"48787","무슨돈벌게잇다구",NA,1
"48788","무슨뜻이",NA,1
"48789","무슨뜻이에",NA,1
"48790","무슨마음가짐으로",NA,1
"48791","무슨말",NA,1
"48792","무슨말들이",NA,1
"48793","무슨말이그리많",NA,1
"48794","무슨말이죠",NA,1
"48795","무슨말인지알",NA,1
"48796","무슨문",NA,1
"48797","무슨변명할지",NA,1
"48798","무슨비교",NA,1
"48799","무슨비트코인인줄아",NA,1
"48800","무슨상관이에",NA,1
"48801","무슨생각일",NA,1
"48802","무슨생각할까",NA,1
"48803","무슨소",NA,1
"48804","무슨소리",NA,1
"48805","무슨소리인가",NA,1
"48806","무슨소린지",NA,1
"48807","무슨소용이있",NA,1
"48808","무슨수로",NA,1
"48809","무슨쌍끌이",NA,1
"48810","무슨애",NA,1
"48811","무슨애기",NA,1
"48812","무슨연관이있는거",NA,1
"48813","무슨원인인지는잘모느겟는",NA,1
"48814","무슨유대",NA,1
"48815","무슨이유가",NA,1
"48816","무슨이이",NA,1
"48817","무슨인",NA,1
"48818","무슨일이남",NA,1
"48819","무슨일이당",NA,1
"48820","무슨일이벌어져도",NA,1
"48821","무슨일이야이",NA,1
"48822","무슨일인고",NA,1
"48823","무슨자본이잇어",NA,1
"48824","무슨잘못을했다고",NA,1
"48825","무슨장",NA,1
"48826","무슨조정이야",NA,1
"48827","무슨좋은일이있는지",NA,1
"48828","무슨죄",NA,1
"48829","무슨주",NA,1
"48830","무슨차이",NA,1
"48831","무슨호재있나",NA,1
"48832","무슨회사인가",NA,1
"48833","무슨회사죠",NA,1
"48834","무승일인가",NA,1
"48835","무시무시한",NA,1
"48836","무시무시한거래속",NA,1
"48837","무시하거",NA,1
"48838","무시하는거",NA,1
"48839","무시한것들",NA,1
"48840","무식들",NA,1
"48841","무식들이",NA,1
"48842","무식들하",NA,1
"48843","무식아",NA,1
"48844","무식의소치",NA,1
"48845","무식하넘",NA,1
"48846","무식한건",NA,1
"48847","무식한새끼",NA,1
"48848","무식한애",NA,1
"48849","무식한애들밖에없",NA,1
"48850","무신대박",NA,1
"48851","무심",NA,1
"48852","무써운",NA,1
"48853","무안",NA,1
"48854","무액면보통주식",NA,1
"48855","무야겠",NA,1
"48856","무야호우",NA,1
"48857","무야홍무야홍무야홍무야홍무야홍무야홍무야홍무야홍무야",NA,1
"48858","무언",NA,1
"48859","무얼살",NA,1
"48860","무얼하는",NA,1
"48861","무엇들이",NA,1
"48862","무엇때문인",NA,1
"48863","무엇을경험한것이아니라",NA,1
"48864","무엇을위해",NA,1
"48865","무엇하다",NA,1
"48866","무에냐란",NA,1
"48867","무에로보이는줄아",NA,1
"48868","무역",NA,1
"48869","무역수지",NA,1
"48870","무역영향",NA,1
"48871","무역합의",NA,1
"48872","무영향",NA,1
"48873","무올랐",NA,1
"48874","무용지",NA,1
"48875","무위험",NA,1
"48876","무의식적",NA,1
"48877","무이성",NA,1
"48878","무인도",NA,1
"48879","무인원격시",NA,1
"48880","무인자동차주행시",NA,1
"48881","무인택시",NA,1
"48882","무임승차하러왔습니",NA,1
"48883","무임승차해서",NA,1
"48884","무자비",NA,1
"48885","무자비하게",NA,1
"48886","무장진장",NA,1
"48887","무재인빨",NA,1
"48888","무적함대",NA,1
"48889","무정",NA,1
"48890","무정부",NA,1
"48891","무정부상태",NA,1
"48892","무정부예기",NA,1
"48893","무정차",NA,1
"48894","무정차입니",NA,1
"48895","무제",NA,1
"48896","무제한매수",NA,1
"48897","무조간",NA,1
"48898","무조건간다",NA,1
"48899","무조건갈",NA,1
"48900","무조건깨진",NA,1
"48901","무조건다시오릅니",NA,1
"48902","무조건담아라",NA,1
"48903","무조건돌",NA,1
"48904","무조건떡",NA,1
"48905","무조건똥",NA,1
"48906","무조건뚫는건",NA,1
"48907","무조건막",NA,1
"48908","무조건매",NA,1
"48909","무조건매수해",NA,1
"48910","무조건빠진",NA,1
"48911","무조건사는",NA,1
"48912","무조건사세",NA,1
"48913","무조건상",NA,1
"48914","무조건시장가격홀랑팔구",NA,1
"48915","무조건안티",NA,1
"48916","무조건알고간다생각하고",NA,1
"48917","무조건오",NA,1
"48918","무조건오른",NA,1
"48919","무조건오른댓",NA,1
"48920","무조건올라간",NA,1
"48921","무조건원어발음아닌",NA,1
"48922","무조건인수해",NA,1
"48923","무조건조정",NA,1
"48924","무조건지킨",NA,1
"48925","무조건첫날은가야됨",NA,1
"48926","무조건풀매수다",NA,1
"48927","무조건풀매수하세",NA,1
"48928","무조건하지마",NA,1
"48929","무조건홀딩",NA,1
"48930","무족건",NA,1
"48931","무족건홀딩이",NA,1
"48932","무족권",NA,1
"48933","무죄판",NA,1
"48934","무죄판사",NA,1
"48935","무주공",NA,1
"48936","무주식",NA,1
"48937","무주출신",NA,1
"48938","무주택자들",NA,1
"48939","무주택자들아",NA,1
"48940","무증같은소리하",NA,1
"48941","무증공시",NA,1
"48942","무증떴",NA,1
"48943","무증밖에없",NA,1
"48944","무증발표",NA,1
"48945","무증으",NA,1
"48946","무증을안하겠",NA,1
"48947","무증하네",NA,1
"48948","무증한",NA,1
"48949","무증한다고",NA,1
"48950","무증한단",NA,1
"48951","무증한단다",NA,1
"48952","무증한번해",NA,1
"48953","무증할때",NA,1
"48954","무증해서",NA,1
"48955","무증해서폭락",NA,1
"48956","무지개",NA,1
"48957","무지개차트",NA,1
"48958","무지노력",NA,1
"48959","무지랭이들은",NA,1
"48960","무지막지",NA,1
"48961","무지막지하게빠지",NA,1
"48962","무지많네",NA,1
"48963","무지무지",NA,1
"48964","무지성매매",NA,1
"48965","무지성주린이들",NA,1
"48966","무지성찬티",NA,1
"48967","무지성풀매",NA,1
"48968","무지성홀더들",NA,1
"48969","무지안문빠님들",NA,1
"48970","무지파",NA,1
"48971","무지팔았는",NA,1
"48972","무지하거",NA,1
"48973","무지한넘들",NA,1
"48974","무지한인간들",NA,1
"48975","무직백수에",NA,1
"48976","무질서",NA,1
"48977","무쪄",NA,1
"48978","무찌",NA,1
"48979","무차입성폭탄매",NA,1
"48980","무책임",-2,1
"48981","무청시래기",NA,1
"48982","무체",NA,1
"48983","무쳐버",NA,1
"48984","무탁",NA,1
"48985","무탄소에",NA,1
"48986","무턱댄긍정말구",NA,1
"48987","무풍지",NA,1
"48988","무한가능성",NA,1
"48989","무한경쟁시",NA,1
"48990","무한리필이",NA,1
"48991","무한반",NA,1
"48992","무한반복오르락내리",NA,1
"48993","무한분리",NA,1
"48994","무한분리상장기업",NA,1
"48995","무한상장",NA,1
"48996","무한상장하겠다는",NA,1
"48997","무한존버",NA,1
"48998","무한한정보제공",NA,1
"48999","무한확",NA,1
"49000","무현자산",NA,1
"49001","무혈입",NA,1
"49002","무혐의처",NA,1
"49003","무형자산손상차",NA,1
"49004","무형자산손상차손",NA,1
"49005","무효소송",NA,1
"49006","무효입니",NA,1
"49007","무효처리",NA,1
"49008","무효처리다",NA,1
"49009","무효화",NA,1
"49010","묵겠",NA,1
"49011","묵고갑니",NA,1
"49012","묵고갑니데",NA,1
"49013","묵고사는",NA,1
"49014","묵과",NA,1
"49015","묵념",NA,1
"49016","묵묵",NA,1
"49017","묵묵한",NA,1
"49018","묵사발",NA,1
"49019","묵시적",NA,1
"49020","묵어보",NA,1
"49021","묵언",NA,1
"49022","묵언수행",NA,1
"49023","묵었는디",NA,1
"49024","묵었으",NA,1
"49025","묵을라카다",NA,1
"49026","묵읏다",NA,1
"49027","묵인",NA,1
"49028","묵직",NA,1
"49029","묵직하게",NA,1
"49030","묵혀놔도",NA,1
"49031","묵혀두",NA,1
"49032","묵혀두는거아",NA,1
"49033","묵혀둘생각으로",NA,1
"49034","묵혀야것",NA,1
"49035","묵혓는",NA,1
"49036","묵힐생각",NA,1
"49037","묵힐예정인데",NA,1
"49038","묶어놔봐",NA,1
"49039","묶었",NA,1
"49040","묶이",NA,1
"49041","묶이는거",NA,1
"49042","묶인사람입니",NA,1
"49043","묶혀놀건",NA,1
"49044","문가들",NA,1
"49045","문가입니",NA,1
"49046","문건",NA,1
"49047","문건공개",NA,1
"49048","문고리",NA,1
"49049","문과다운",NA,1
"49050","문과들아",NA,1
"49051","문과말",NA,1
"49052","문과머리",NA,1
"49053","문과새",NA,1
"49054","문과성",NA,1
"49055","문과세상",NA,1
"49056","문과할래",NA,1
"49057","문교주될",NA,1
"49058","문교활을",NA,1
"49059","문구",NA,1
"49060","문구십도우클릭하면",NA,1
"49061","문닫고",NA,1
"49062","문닫기",NA,1
"49063","문닫기전",NA,1
"49064","문닫는건",NA,1
"49065","문닫습니",NA,1
"49066","문닫아라",NA,1
"49067","문닫았는",NA,1
"49068","문닫으",NA,1
"49069","문닫으면",NA,1
"49070","문닫을",NA,1
"49071","문닫지는",NA,1
"49072","문달과",NA,1
"49073","문대갈박",NA,1
