"","word","polarity","n"
"32599","기다리기만하면",NA,1
"32600","기다리길",NA,1
"32601","기다리는거같은",NA,1
"32602","기다리는분들께",NA,1
"32603","기다리는사람들",NA,1
"32604","기다리는사랑",NA,1
"32605","기다리는애덜",NA,1
"32606","기다리니까때가오는구나",NA,1
"32607","기다리다보",NA,1
"32608","기다리다보면",NA,1
"32609","기다리던애",NA,1
"32610","기다리라했",NA,1
"32611","기다리련",NA,1
"32612","기다리면되나",NA,1
"32613","기다리면오",NA,1
"32614","기다리면오른",NA,1
"32615","기다리면올",NA,1
"32616","기다리면익절치",NA,1
"32617","기다리셨습니",NA,1
"32618","기다리잖",NA,1
"32619","기다리쟈",NA,1
"32620","기다린보람",NA,1
"32621","기다린보람있네",NA,1
"32622","기다릴게유",NA,1
"32623","기다릴껄",NA,1
"32624","기다릴련",NA,1
"32625","기다릴사람",NA,1
"32626","기단린",NA,1
"32627","기달려도",NA,1
"32628","기달렸다",NA,1
"32629","기달리고",NA,1
"32630","기달리는",NA,1
"32631","기달리는거",NA,1
"32632","기달리슈",NA,1
"32633","기달린",NA,1
"32634","기달립시",NA,1
"32635","기대가안된다",NA,1
"32636","기대감갖고있는",NA,1
"32637","기대감들",NA,1
"32638","기대감으",NA,1
"32639","기대감으로부풀때",NA,1
"32640","기대걸었다가",NA,1
"32641","기대금",NA,1
"32642","기대느안하지",NA,1
"32643","기대는해보",NA,1
"32644","기대돼는종목",NA,1
"32645","기대되요",NA,1
"32646","기대된다지",NA,1
"32647","기대를저버리진",NA,1
"32648","기대반",NA,1
"32649","기대반영",NA,1
"32650","기대수익매도",NA,1
"32651","기대안",NA,1
"32652","기대안했는",NA,1
"32653","기대중이",NA,1
"32654","기대하지마라",NA,1
"32655","기대하지말랑",NA,1
"32656","기대한당께",NA,1
"32657","기대해",NA,1
"32658","기대해도좋",NA,1
"32659","기대해도좋아",NA,1
"32660","기대해봄니",NA,1
"32661","기대해봅시",NA,1
"32662","기대해봐도되나",NA,1
"32663","기대했다는거",NA,1
"32664","기대허",NA,1
"32665","기댕겨",NA,1
"32666","기댕기",NA,1
"32667","기도한",NA,1
"32668","기도한데",NA,1
"32669","기도할거",NA,1
"32670","기도합",NA,1
"32671","기도해도안되",NA,1
"32672","기도혀",NA,1
"32673","기독",NA,1
"32674","기독교",NA,1
"32675","기독인에",NA,1
"32676","기돤",NA,1
"32677","기둘려보",NA,1
"32678","기둘렸",NA,1
"32679","기둘리다",NA,1
"32680","기둘리봐",NA,1
"32681","기둘린",NA,1
"32682","기둘엿다",NA,1
"32683","기득권가진자일수록",NA,1
"32684","기득권똥",NA,1
"32685","기득권시",NA,1
"32686","기득권좋으란말만믿",NA,1
"32687","기라",NA,1
"32688","기래기와",NA,1
"32689","기레기넘들이",NA,1
"32690","기레기와",NA,1
"32691","기로에서있",NA,1
"32692","기록경",NA,1
"32693","기록깰수잇습니다",NA,1
"32694","기록될꺼",NA,1
"32695","기록세우",NA,1
"32696","기록세우겠",NA,1
"32697","기록좀",NA,1
"32698","기록중",NA,1
"32699","기록중이",NA,1
"32700","기록한",NA,1
"32701","기룰",NA,1
"32702","기류",NA,1
"32703","기르는거",NA,1
"32704","기를쓰",NA,1
"32705","기를쓰고",NA,1
"32706","기름값",NA,1
"32707","기름값죠",NA,1
"32708","기름기가꽉껴있",NA,1
"32709","기름부었",NA,1
"32710","기름붓",NA,1
"32711","기름붙고",NA,1
"32712","기름쟁이질하다가",NA,1
"32713","기름좀",NA,1
"32714","기름주",NA,1
"32715","기마",NA,1
"32716","기만다",NA,1
"32717","기만전술",NA,1
"32718","기만질하더",NA,1
"32719","기모띠디디디디디",NA,1
"32720","기모았",NA,1
"32721","기모으",NA,1
"32722","기모으는",NA,1
"32723","기모을",NA,1
"32724","기묘",NA,1
"32725","기무",NA,1
"32726","기무띠기",NA,1
"32727","기물들",NA,1
"32728","기반구축",NA,1
"32729","기반다진듯",NA,1
"32730","기반이구",NA,1
"32731","기법창",NA,1
"32732","기별",NA,1
"32733","기보유자들",NA,1
"32734","기본가치",NA,1
"32735","기본값",NA,1
"32736","기본급만받는다",NA,1
"32737","기본상",NA,1
"32738","기본소득제",NA,1
"32739","기본시급",NA,1
"32740","기본실적이",NA,1
"32741","기본월급으로일하겠다는",NA,1
"32742","기본은가져가겟",NA,1
"32743","기본이해",NA,1
"32744","기본저력",NA,1
"32745","기본적인거지",NA,1
"32746","기본차",NA,1
"32747","기본차베스정",NA,1
"32748","기본차트양봉",NA,1
"32749","기부금액",NA,1
"32750","기부금으",NA,1
"32751","기부니가",NA,1
"32752","기부목적",NA,1
"32753","기부번복",NA,1
"32754","기부재단",NA,1
"32755","기부좀해라",NA,1
"32756","기부좋아서",NA,1
"32757","기부참",NA,1
"32758","기부취소",NA,1
"32759","기부하게",NA,1
"32760","기부하겟다는",NA,1
"32761","기부한",NA,1
"32762","기부한다네",NA,1
"32763","기부한다는건",NA,1
"32764","기부한다자나",NA,1
"32765","기부했",NA,1
"32766","기부행위",NA,1
"32767","기부활동",NA,1
"32768","기분개",NA,1
"32769","기분나쁘",NA,1
"32770","기분나쁜기",NA,1
"32771","기분더럽",NA,1
"32772","기분더럽게",NA,1
"32773","기분도꿀꿀하신데",NA,1
"32774","기분딱조",NA,1
"32775","기분바뀌는분들",NA,1
"32776","기분업데시",NA,1
"32777","기분은더러운",NA,1
"32778","기분이좋구만",NA,1
"32779","기분이좋아지네",NA,1
"32780","기분좃",NA,1
"32781","기분좋드",NA,1
"32782","기분좋았",NA,1
"32783","기분좋은날",NA,1
"32784","기분최",NA,1
"32785","기뷴",NA,1
"32786","기브티콘",NA,1
"32787","기븐나뿌게서",NA,1
"32788","기빨리는",NA,1
"32789","기뻐할일인",NA,1
"32790","기쁘고감사한말",NA,1
"32791","기쁘구",NA,1
"32792","기쁜거",NA,1
"32793","기쁜소",NA,1
"32794","기쁜희소",NA,1
"32795","기쁨의눈물",NA,1
"32796","기쁨조",NA,1
"32797","기쁨주",NA,1
"32798","기사가지",NA,1
"32799","기사글올라왔는",NA,1
"32800","기사나봐",NA,1
"32801","기사나왔습니",NA,1
"32802","기사났",NA,1
"32803","기사났네",NA,1
"32804","기사났던",NA,1
"32805","기사들및",NA,1
"32806","기사떠",NA,1
"32807","기사떠서",NA,1
"32808","기사떳는",NA,1
"32809","기사떳다",NA,1
"32810","기사떳어",NA,1
"32811","기사떴길",NA,1
"32812","기사떴네요",NA,1
"32813","기사떴다",NA,1
"32814","기사뜨네",NA,1
"32815","기사뜬건데",NA,1
"32816","기사뜬다",NA,1
"32817","기사뜸",NA,1
"32818","기사란",NA,1
"32819","기사람있어",NA,1
"32820","기사만뜨",NA,1
"32821","기사많이나오던",NA,1
"32822","기사말",NA,1
"32823","기사보고들어간",NA,1
"32824","기사봐라",NA,1
"32825","기사봤는데",NA,1
"32826","기사뿌려",NA,1
"32827","기사뿌리",NA,1
"32828","기사양반",NA,1
"32829","기사왜이리시끄럽",NA,1
"32830","기사잘읽어보",NA,1
"32831","기사제목",NA,1
"32832","기사좀봐",NA,1
"32833","기사참",NA,1
"32834","기사하나에",NA,1
"32835","기사화",NA,1
"32836","기살어",NA,1
"32837","기삿거리",NA,1
"32838","기새네",NA,1
"32839","기생충교",NA,1
"32840","기생충들",NA,1
"32841","기생하는기업",NA,1
"32842","기세등등",NA,1
"32843","기세상",NA,1
"32844","기세좋",NA,1
"32845","기술개발",NA,1
"32846","기술력있는거좀",NA,1
"32847","기술력좀",NA,1
"32848","기술로먹고살아야할",NA,1
"32849","기술수출",NA,1
"32850","기술우량주이긴",NA,1
"32851","기술은",NA,1
"32852","기술을갖고있지않는",NA,1
"32853","기술이",NA,1
"32854","기술이아니라",NA,1
"32855","기술이전",NA,1
"32856","기술인건",NA,1
"32857","기술자",NA,1
"32858","기술자들",NA,1
"32859","기술적반등끝",NA,1
"32860","기술적반등나오니깐",NA,1
"32861","기술적반등일뿐였네",NA,1
"32862","기술적반등줄때",NA,1
"32863","기술적반등쪼매",NA,1
"32864","기술적분석정리",NA,1
"32865","기술적저점",NA,1
"32866","기술주따라가네",NA,1
"32867","기술주로",NA,1
"32868","기술주버블은",NA,1
"32869","기술주사는건",NA,1
"32870","기술주상승세",NA,1
"32871","기술주애들은",NA,1
"32872","기술주조",NA,1
"32873","기술주조정",NA,1
"32874","기술직접회사들",NA,1
"32875","기술차트",NA,1
"32876","기술특레도",NA,1
"32877","기술패권시대",NA,1
"32878","기술하나없이",NA,1
"32879","기술혁신",NA,1
"32880","기슬적",NA,1
"32881","기승전",NA,1
"32882","기승하면",NA,1
"32883","기시",NA,1
"32884","기쓴",NA,1
"32885","기아자동",NA,1
"32886","기아차계열",NA,1
"32887","기아차때",NA,1
"32888","기아차사고",NA,1
"32889","기아차사요",NA,1
"32890","기약합",NA,1
"32891","기어나오는거",NA,1
"32892","기어내려오너",NA,1
"32893","기어드",NA,1
"32894","기어들어오",NA,1
"32895","기어들어오는거",NA,1
"32896","기어들어왔",NA,1
"32897","기어들오내",NA,1
"32898","기어오르다",NA,1
"32899","기억나는사람",NA,1
"32900","기억나시",NA,1
"32901","기억나제",NA,1
"32902","기억다",NA,1
"32903","기억력",NA,1
"32904","기억못하시",NA,1
"32905","기억하겠습니",NA,1
"32906","기억하십시",NA,1
"32907","기억하자",NA,1
"32908","기억해두겠",NA,1
"32909","기억해주",NA,1
"32910","기업가",NA,1
"32911","기업가진",NA,1
"32912","기업가치반영분",NA,1
"32913","기업가치보",NA,1
"32914","기업가치분",NA,1
"32915","기업가치분석방",NA,1
"32916","기업간섭",NA,1
"32917","기업간섭다",NA,1
"32918","기업공시뉴",NA,1
"32919","기업규모",NA,1
"32920","기업기부금",NA,1
"32921","기업내부",NA,1
"32922","기업뉴",NA,1
"32923","기업들보",NA,1
"32924","기업들시가총액",NA,1
"32925","기업때문",NA,1
"32926","기업때문에",NA,1
"32927","기업망친",NA,1
"32928","기업망하는길로",NA,1
"32929","기업맞나",NA,1
"32930","기업못살게하는건",NA,1
"32931","기업문화",NA,1
"32932","기업박살내",NA,1
"32933","기업발굴",NA,1
"32934","기업보",NA,1
"32935","기업분",NA,1
"32936","기업분석한결",NA,1
"32937","기업사라지",NA,1
"32938","기업살상",NA,1
"32939","기업상장",NA,1
"32940","기업설명입니",NA,1
"32941","기업설명회간",NA,1
"32942","기업설명회날",NA,1
"32943","기업설명회하",NA,1
"32944","기업성장",NA,1
"32945","기업성장성",NA,1
"32946","기업수",NA,1
"32947","기업실적최악코스피지수과열이",NA,1
"32948","기업어음",NA,1
"32949","기업에대한",NA,1
"32950","기업역량등",NA,1
"32951","기업외국인대량매",NA,1
"32952","기업운영",NA,1
"32953","기업윤리",NA,1
"32954","기업윤리엉망",NA,1
"32955","기업윤리의식",NA,1
"32956","기업으몰",NA,1
"32957","기업은행",NA,1
"32958","기업을보나",NA,1
"32959","기업을위한",NA,1
"32960","기업의목",NA,1
"32961","기업이",NA,1
"32962","기업이구",NA,1
"32963","기업이나개인에",NA,1
"32964","기업이돈이없어요",NA,1
"32965","기업이라는거",NA,1
"32966","기업이라해",NA,1
"32967","기업이였",NA,1
"32968","기업이있",NA,1
"32969","기업이자",NA,1
"32970","기업이좋으면",NA,1
"32971","기업인거",NA,1
"32972","기업입장",NA,1
"32973","기업있",NA,1
"32974","기업잡",NA,1
"32975","기업전망좋고",NA,1
"32976","기업정보",NA,1
"32977","기업족쳐서",NA,1
"32978","기업좀",NA,1
"32979","기업주",NA,1
"32980","기업주가가형성",NA,1
"32981","기업주가훼손",NA,1
"32982","기업주식",NA,1
"32983","기업죽여",NA,1
"32984","기업중심",NA,1
"32985","기업집다니",NA,1
"32986","기업집단체",NA,1
"32987","기업쪼개",NA,1
"32988","기업쪼개서",NA,1
"32989","기업쪽들",NA,1
"32990","기업체",NA,1
"32991","기업총수",NA,1
"32992","기업크니까",NA,1
"32993","기업파",NA,1
"32994","기업프레임",NA,1
"32995","기업할수있게기도합시",NA,1
"32996","기업해",NA,1
"32997","기업후계",NA,1
"32998","기여차",NA,1
"32999","기역",NA,1
"33000","기영이",NA,1
"33001","기온",NA,1
"33002","기왕잘참는거",NA,1
"33003","기왕지사",NA,1
"33004","기외",NA,1
"33005","기외연합군",NA,1
"33006","기우",NA,1
"33007","기우대",NA,1
"33008","기우대다",NA,1
"33009","기우제",NA,1
"33010","기운빠졌",NA,1
"33011","기운빠지게",NA,1
"33012","기운엄",NA,1
"33013","기웃거리",NA,1
"33014","기웃거리는거",NA,1
"33015","기웃기",NA,1
"33016","기원드",NA,1
"33017","기원해",NA,1
"33018","기원해봅니",NA,1
"33019","기위해",NA,1
"33020","기자",NA,1
"33021","기자가한",NA,1
"33022","기자님한",NA,1
"33023","기자회견준비",NA,1
"33024","기자회견해",NA,1
"33025","기자회견해야되는거아닌",NA,1
"33026","기재된거",NA,1
"33027","기재부장",NA,1
"33028","기재부장관이",NA,1
"33029","기저귀",NA,1
"33030","기저귀하",NA,1
"33031","기적이구",NA,1
"33032","기전",NA,1
"33033","기절매매",NA,1
"33034","기절하겠",NA,1
"33035","기점으",NA,1
"33036","기정",NA,1
"33037","기조정",NA,1
"33038","기존글",NA,1
"33039","기존금",NA,1
"33040","기존보유자들",NA,1
"33041","기존사",NA,1
"33042","기존사업자",NA,1
"33043","기존사업축",NA,1
"33044","기존에없던",NA,1
"33045","기존주식",NA,1
"33046","기존주주들이",NA,1
"33047","기존주주들한",NA,1
"33048","기존주주분",NA,1
"33049","기존주주흑우들아",NA,1
"33050","기존투자",NA,1
"33051","기종",NA,1
"33052","기죽",NA,1
"33053","기준으로보면된",NA,1
"33054","기준지",NA,1
"33055","기준치",NA,1
"33056","기증",NA,1
"33057","기증자들",NA,1
"33058","기지개킬",NA,1
"33059","기질때문에",NA,1
"33060","기차출",NA,1
"33061","기차표",NA,1
"33062","기차표입니",NA,1
"33063","기철이",NA,1
"33064","기초공사",NA,1
"33065","기초수급자도",NA,1
"33066","기초수급자등록관리를",NA,1
"33067","기축통화국발",NA,1
"33068","기치보고",NA,1
"33069","기침",-1,1
"33070","기판주",NA,1
"33071","기표된",NA,1
"33072","기프티콘",NA,1
"33073","기프티콘으",NA,1
"33074","기피",NA,1
"33075","기필",NA,1
"33076","기한설정",NA,1
"33077","기현",NA,1
"33078","기현씨에게",NA,1
"33079","기현의원을",NA,1
"33080","기형",NA,1
"33081","기호하나면",NA,1
"33082","기혼자분",NA,1
"33083","기회놓",NA,1
"33084","기회놓치",NA,1
"33085","기회는오지않는다명",NA,1
"33086","기회는이때다싶어",NA,1
"33087","기회는한번",NA,1
"33088","기회다라라라",NA,1
"33089","기회다생각하고",NA,1
"33090","기회다싶어",NA,1
"33091","기회다해서",NA,1
"33092","기회도모르",NA,1
"33093","기회들",NA,1
"33094","기회라본다",NA,1
"33095","기회로하잰",NA,1
"33096","기회를모르",NA,1
"33097","기회를주",NA,1
"33098","기회보",NA,1
"33099","기회안주",NA,1
"33100","기회예",NA,1
"33101","기회오",NA,1
"33102","기회오는거아",NA,1
"33103","기회온다",NA,1
"33104","기회왔을",NA,1
"33105","기회이므니",NA,1
"33106","기회인거",NA,1
"33107","기회인듯합니",NA,1
"33108","기회잡으라고",NA,1
"33109","기회좋",NA,1
"33110","기회주는구",NA,1
"33111","기회주는날이",NA,1
"33112","기회주시",NA,1
"33113","기회준다",NA,1
"33114","기회준다고",NA,1
"33115","기회줄거",NA,1
"33116","기회줄까요",NA,1
"33117","기회줄때나와",NA,1
"33118","기회줄때먹",NA,1
"33119","기회줄때타",NA,1
"33120","기회줄때팔",NA,1
"33121","기회줄때팔으라는말",NA,1
"33122","기회줬는",NA,1
"33123","기회포",NA,1
"33124","기회한번",NA,1
"33125","기획부장관",NA,1
"33126","기획재정부",NA,1
"33127","기획주식시장",NA,1
"33128","기횐데",NA,1
"33129","기횔까",NA,1
"33130","기횔를",NA,1
"33131","기횝니",NA,1
"33132","기후변화때문이",NA,1
"33133","긴가민",NA,1
"33134","긴것좀",NA,1
"33135","긴겨울",NA,1
"33136","긴급간담회개최",NA,1
"33137","긴급뉴스",NA,1
"33138","긴급대피합니",NA,1
"33139","긴급명",NA,1
"33140","긴급모금",NA,1
"33141","긴급보고",NA,1
"33142","긴급분석",NA,1
"33143","긴급사표기자회",NA,1
"33144","긴급서베",NA,1
"33145","긴급소식",NA,1
"33146","긴급소집",NA,1
"33147","긴급속보입니",NA,1
"33148","긴급쇄신책",NA,1
"33149","긴급수혈",NA,1
"33150","긴급자료하나",NA,1
"33151","긴급재",NA,1
"33152","긴급재난메세지",NA,1
"33153","긴급재난문자",NA,1
"33154","긴급전망",NA,1
"33155","긴급정보",NA,1
"33156","긴급정보입니",NA,1
"33157","긴급제",NA,1
"33158","긴급체",NA,1
"33159","긴급회의",NA,1
"33160","긴긴밤",NA,1
"33161","긴꼬리보고",NA,1
"33162","긴내용이지만",NA,1
"33163","긴말안",NA,1
"33164","긴여정",NA,1
"33165","긴요한",NA,1
"33166","긴장다",NA,1
"33167","긴장대",NA,1
"33168","긴장대양봉나온다",NA,1
"33169","긴장대음",NA,1
"33170","긴장바짝해",NA,1
"33171","긴장연속",NA,1
"33172","긴장완",NA,1
"33173","긴장타",NA,1
"33174","긴장하게",NA,1
"33175","긴조정이온",NA,1
"33176","긴축",NA,1
"33177","긴축발",NA,1
"33178","긴축발폭락",NA,1
"33179","긴축재정",NA,1
"33180","긴하다",NA,1
"33181","긴횡",NA,1
"33182","길거",NA,1
"33183","길거리",NA,1
"33184","길거리보행흡연",NA,1
"33185","길게달고내려온",NA,1
